Company_ID,Ownership_Type,Internal_Control_Score,Effective_Tax_Rate,Audit_Likelihood,Offshore_Transactions,Previous_Fines,Board_Independence,Revenue,Profit_Before_Tax,Leverage_Ratio,Market_Region,Governance_Score,Restatement_History,Whistleblower_Reports,Tax_Risk_Score
C3489,Private,67,25.53,0.53,7,2752531,80,606568910,72967501,2.77,North America,52,0,3,High
C3490,Private,47,21.01,0.55,8,1655576,35,410455935,57007362,0.18,Asia,33,0,0,High
C3491,Private,70,25.01,0.4,6,3169334,84,146896633,57482000,1.55,South America,69,0,4,High
C3492,Private,42,12.01,0.46,2,651504,80,839812154,56195250,3.86,North America,90,0,4,High
C3493,Public,42,19.69,0.21,5,4050137,83,827479439,118292459,4.33,Middle East,87,0,2,High
C3494,Foreign Subsidiary,83,16.73,0.61,5,1083818,49,633675424,181706824,2.02,Middle East,46,0,1,High
C3495,Private,61,7.69,0.76,7,3658452,29,665521639,115742625,4.59,South America,59,0,1,High
C3496,Public,56,23.77,0.43,4,3868337,89,592701560,177376570,1.49,South America,53,0,0,High
C3497,Foreign Subsidiary,75,19.86,0.98,5,279436,48,898676947,89409661,0.29,North America,67,0,5,Medium
C3498,Foreign Subsidiary,56,13.26,0.06,7,2639024,41,138554852,63599964,0.91,EU,88,0,1,High
C3499,Public,53,19.21,0.59,2,416891,33,75208742,178034589,4.35,Asia,92,0,2,High
C3500,Public,90,28.26,0.58,2,10506,25,897593020,61980356,4.84,Asia,93,0,2,Low
C3501,Private,48,29.05,0.04,5,3181174,63,954567007,196705257,3.08,North America,81,1,1,High
C3502,Foreign Subsidiary,69,24.49,0.22,3,4049491,82,256693641,174761282,3.68,South America,83,0,5,High
C3503,Foreign Subsidiary,60,19.03,0.91,5,669416,69,695925444,60801586,4.19,South America,44,0,1,Medium
C3504,Public,51,22.27,0.54,7,2445331,80,744442559,177416282,1.04,EU,85,0,2,High
C3505,Foreign Subsidiary,76,16.55,0.44,6,870471,39,362394195,197352020,2.79,Middle East,99,0,2,Medium
C3506,Private,71,8.8,0.42,1,3899214,85,579279735,122390001,4.7,Middle East,83,0,5,High
C3507,Foreign Subsidiary,50,16.57,0.89,6,4357088,34,16791450,180974340,1.84,North America,90,0,2,High
C3508,Public,59,20.91,0.37,4,3055186,57,396406890,76971874,4.95,North America,73,1,2,High
C3509,Public,74,22.97,0.86,7,3255371,24,438758078,51328945,3.56,Middle East,30,0,2,High
C3510,Private,92,33.07,0.31,6,3519376,34,763331835,6857794,3.39,EU,92,0,4,High
C3511,Private,86,28.32,0.53,3,2952480,30,990530357,62675399,0.24,EU,88,1,3,High
C3512,Foreign Subsidiary,85,9.56,0.14,2,4317426,70,346561905,127401094,0.15,North America,32,0,0,High
C3513,Foreign Subsidiary,50,10.23,0.83,4,4027667,52,960899962,82849937,0.88,Asia,42,0,0,High
C3514,Public,91,8.01,0.74,3,4921630,55,339831699,131378008,4.67,Asia,40,0,0,High
C3515,Private,47,27.15,0.53,4,1485746,60,393172684,44722761,3.98,Middle East,90,0,5,High
C3516,Private,43,26.18,0.03,4,4636919,54,929375442,166758133,2.63,South America,41,0,1,High
C3517,Private,66,34.59,0.48,1,1963346,76,923068331,42913160,2.51,South America,62,0,0,High
C3518,Foreign Subsidiary,83,20.66,0.23,8,2347794,83,106008369,188759618,0.73,Asia,70,0,2,High
C3519,Private,79,29.79,0.41,6,2923173,52,706393870,190461039,2.0,EU,33,0,2,High
C3520,Public,77,22.29,0.86,6,4567360,52,139266522,136902498,0.83,Middle East,76,0,2,High
C3521,Public,86,31.22,0.77,5,3820810,37,348930366,28903805,1.43,North America,75,0,3,High
C3522,Foreign Subsidiary,69,26.63,0.24,3,1520100,30,192768169,38945499,0.13,South America,83,0,0,High
C3523,Foreign Subsidiary,83,24.29,0.98,5,3699257,81,654360336,161733269,1.97,Asia,38,0,3,High
C3524,Private,87,21.95,0.9,3,3911505,66,879664905,10618321,3.39,South America,99,0,2,High
C3525,Foreign Subsidiary,87,26.69,0.53,6,999402,80,236935267,107439977,3.47,EU,65,0,7,Medium
C3526,Public,66,17.59,0.53,6,3845464,75,376818087,10000285,2.14,EU,87,0,0,High
C3527,Private,60,7.9,0.9,7,2313472,43,392413380,175247111,3.67,South America,67,0,5,High
C3528,Public,91,6.2,0.64,1,4251154,84,296131954,66050390,2.18,EU,72,0,1,High
C3529,Private,59,19.37,0.54,4,1594551,25,10790577,66477527,4.52,North America,96,0,3,High
C3530,Foreign Subsidiary,99,22.98,0.75,5,3862207,45,344695535,6928775,1.65,North America,54,0,2,High
C3531,Private,43,7.37,0.24,7,1314367,84,764498778,16358837,3.05,Asia,34,0,0,High
C3532,Private,50,13.61,0.88,3,3890953,73,317438330,99889717,0.6,Middle East,47,0,0,High
C3533,Public,52,14.66,0.53,4,1480891,81,844132469,53594762,2.55,EU,57,0,2,High
C3534,Public,48,21.88,0.6,4,913404,31,424468187,98951904,1.95,Middle East,59,0,2,High
C3535,Private,43,13.35,0.09,5,1742572,43,792948995,22478564,1.36,South America,99,0,0,High
C3536,Foreign Subsidiary,51,7.87,0.31,4,1410113,58,754515590,85485625,1.65,Asia,47,0,3,High
C3537,Foreign Subsidiary,48,9.95,0.43,2,2654495,41,967449159,74880220,1.66,EU,54,0,4,High
C3538,Public,52,10.22,0.41,3,3679282,67,936965966,198873584,2.47,North America,63,0,0,High
C3539,Foreign Subsidiary,87,30.28,0.78,6,4995865,23,111702824,31949727,4.23,South America,92,0,1,High
C3540,Public,65,13.53,0.28,2,3311798,48,830361692,37459713,2.49,North America,54,0,0,High
C3541,Foreign Subsidiary,77,26.44,0.18,3,550661,25,489770534,198440148,1.12,South America,94,0,1,Medium
C3542,Private,81,22.04,0.58,8,1372662,66,945079304,107642622,0.44,North America,88,0,3,High
C3543,Public,52,34.31,0.62,8,2722128,74,77796051,41377473,1.81,North America,95,0,2,High
C3544,Public,78,13.18,0.12,5,4435097,74,113416518,40834925,0.87,Asia,92,0,2,High
C3545,Private,67,9.75,0.0,8,2962038,68,569198561,26066847,4.2,Asia,41,1,2,High
C3546,Public,97,6.56,0.92,4,1895777,44,14447421,81433771,4.98,EU,73,0,1,High
C3547,Foreign Subsidiary,58,12.23,0.08,4,2277585,64,29111598,134581251,4.26,North America,83,0,3,High
C3548,Foreign Subsidiary,63,25.52,0.9,3,4740328,27,911224905,110018158,1.98,Middle East,55,0,2,High
C3549,Public,58,7.56,0.4,3,3674235,30,878196410,31847458,0.5,South America,83,0,7,High
C3550,Foreign Subsidiary,88,12.34,0.65,5,2900557,20,604988840,158701672,3.58,EU,60,0,0,High
C3551,Public,52,30.66,0.19,5,1716438,89,311197295,102059817,3.37,Asia,51,0,3,High
C3552,Private,52,22.49,0.82,4,2266112,47,386922373,119447652,0.43,South America,77,0,2,High
C3553,Public,97,7.09,0.18,6,4693377,28,641009368,184805369,3.97,South America,37,0,1,High
C3554,Private,67,6.43,0.39,8,2613229,68,223100939,127865356,4.14,Asia,57,1,1,High
C3555,Foreign Subsidiary,92,6.83,0.24,9,3343972,85,343540391,84552101,3.62,EU,97,0,1,High
C3556,Private,41,33.26,0.84,4,4947520,41,201427560,3494605,3.67,Middle East,53,1,4,High
C3557,Foreign Subsidiary,49,30.5,0.86,8,1814705,58,951025830,146006651,3.48,Middle East,54,0,1,High
C3558,Public,61,30.35,0.37,4,4920132,42,806933389,12263794,2.24,Asia,76,0,0,High
C3559,Foreign Subsidiary,52,32.73,0.31,6,3392953,80,434050250,99536324,3.12,South America,46,0,4,High
C3560,Public,97,20.16,0.77,4,1669100,86,869581387,103285230,3.12,Asia,95,0,2,High
C3561,Public,48,12.42,0.88,6,3347223,62,368439826,86403336,2.73,South America,37,0,3,High
C3562,Private,72,17.04,0.62,4,2043503,64,813614569,85461935,3.06,North America,91,0,1,High
C3563,Private,53,26.57,0.93,9,1892826,60,635987828,125129939,2.06,South America,66,0,1,High
C3564,Private,87,31.28,0.38,7,1625465,38,799251986,186884990,3.42,North America,34,0,4,High
C3565,Private,59,18.05,0.15,5,3606755,63,654228188,1415947,1.21,South America,75,1,1,High
C3566,Foreign Subsidiary,54,21.06,0.18,5,1320739,45,656299372,54244755,4.28,North America,33,0,2,High
C3567,Foreign Subsidiary,71,32.95,0.67,3,4946689,35,211859286,10027661,4.27,EU,88,0,2,High
C3568,Foreign Subsidiary,72,8.22,0.41,4,1538527,41,238905083,35992785,2.54,Middle East,99,0,3,High
C3569,Public,56,30.87,0.16,4,3000272,25,578842511,175612476,2.53,North America,58,0,1,High
C3570,Foreign Subsidiary,63,9.78,0.29,7,582411,56,100358453,103231506,2.06,South America,37,1,0,High
C3571,Foreign Subsidiary,69,19.52,0.53,5,1432916,88,52346404,14599510,0.32,North America,77,0,2,High
C3572,Foreign Subsidiary,52,11.55,0.12,3,2467911,43,949048699,7202549,0.8,South America,90,0,1,High
C3573,Private,98,23.09,0.0,4,4328905,59,977977172,190297394,3.6,Middle East,82,0,3,High
C3574,Foreign Subsidiary,86,21.76,0.92,4,3810365,29,418314618,41185233,0.8,EU,93,0,2,High
C3575,Public,87,16.4,0.3,4,1344959,50,635308007,18786114,2.12,North America,45,0,4,High
C3576,Private,55,30.9,0.22,7,1270770,70,209706048,38282015,1.84,South America,54,0,4,High
C3577,Public,41,24.79,0.7,3,1546072,73,656419501,133803038,1.18,Middle East,93,0,1,High
C3578,Foreign Subsidiary,56,26.64,0.85,6,1550851,72,251122227,44629194,2.69,Asia,89,0,1,High
C3579,Private,71,9.52,0.63,5,2881964,39,111442980,173439504,1.88,Asia,99,0,1,High
C3580,Public,82,31.49,0.25,11,4395865,50,343982808,49133911,3.82,North America,96,0,5,High
C3581,Foreign Subsidiary,47,10.01,0.86,5,3266956,35,618280783,37797140,3.23,Middle East,56,0,2,High
C3582,Public,91,11.68,0.51,6,138834,89,991658813,161376046,2.45,North America,46,0,0,Medium
C3583,Public,42,8.84,0.38,2,850179,62,832807008,103005252,2.92,South America,64,0,2,High
C3584,Public,51,18.21,0.6,6,1014867,30,116274968,197082581,2.21,South America,98,0,6,High
C3585,Foreign Subsidiary,59,31.63,0.7,5,3066728,67,263180117,65760156,3.94,Asia,91,0,2,High
C3586,Foreign Subsidiary,55,12.57,0.59,4,3457131,59,345926274,139360044,4.81,South America,56,0,2,High
C3587,Public,53,16.21,0.92,3,4984157,38,972466178,153858287,3.86,South America,73,1,1,High
C3588,Private,55,30.38,0.63,1,612997,84,953422090,63800932,4.32,North America,92,0,2,High
C3589,Private,98,23.53,0.88,4,1026789,77,293432682,185086834,3.94,Asia,85,0,1,High
C3590,Foreign Subsidiary,92,27.55,0.59,5,1703541,46,58903283,18361127,2.1,EU,37,0,2,High
C3591,Foreign Subsidiary,88,11.42,0.33,4,2763747,60,121293694,133264697,4.29,South America,86,0,1,High
C3592,Foreign Subsidiary,82,26.49,0.53,1,1205914,33,604241604,156161799,0.29,Asia,90,0,2,High
C3593,Foreign Subsidiary,88,11.83,0.09,8,2079010,54,457830571,168207356,4.44,EU,32,1,1,High
C3594,Foreign Subsidiary,90,34.62,0.23,3,1924084,21,404289880,146710142,2.4,EU,76,0,2,High
C3595,Private,93,21.8,0.77,8,4750545,32,674521189,149799374,1.72,Asia,43,0,0,High
C3596,Foreign Subsidiary,72,25.87,0.66,2,1455218,55,688985588,119805260,2.67,North America,74,0,2,High
C3597,Public,69,8.55,0.17,5,1617312,61,126612943,166978805,3.47,Asia,68,0,3,High
C3598,Public,98,12.52,0.44,4,3193956,43,418796063,60901052,3.11,EU,96,1,3,High
C3599,Private,51,9.19,0.14,3,3077496,34,724356508,150912298,3.13,EU,53,1,0,High
C3600,Public,54,16.71,0.86,6,1001504,26,908833045,153020192,0.59,EU,91,0,1,High
C3601,Private,57,13.52,0.11,4,4249187,22,779687688,64624552,3.67,Asia,31,0,3,High
C3602,Private,67,26.99,0.65,3,2422084,39,678208713,187771889,3.59,South America,98,0,1,High
C3603,Public,62,8.26,0.61,3,4116350,62,760812790,181896974,0.67,EU,97,0,2,High
C3604,Foreign Subsidiary,53,27.56,0.47,3,2959642,45,705997517,36340971,0.31,Asia,31,0,2,High
C3605,Public,69,6.37,0.28,3,4016262,64,779034940,96057595,4.92,North America,91,1,3,High
C3606,Public,72,11.06,0.4,3,2578873,47,16908590,169982468,3.76,South America,40,0,3,High
C3607,Private,84,28.76,0.81,10,525,64,962976934,25824663,3.07,Middle East,46,0,2,Low
C3608,Public,54,27.28,0.76,10,2696817,79,752106643,48129597,1.65,North America,41,1,4,High
C3609,Private,46,19.29,0.74,6,2215633,59,707293828,104991218,1.45,South America,50,1,3,High
C3610,Foreign Subsidiary,54,6.5,0.75,5,748912,28,750608006,47564230,0.76,North America,85,0,2,High
C3611,Foreign Subsidiary,91,23.3,0.14,3,546138,59,607538343,116914778,3.08,Middle East,60,1,3,High
C3612,Foreign Subsidiary,81,17.2,0.1,6,3281317,33,590822005,9962068,2.92,EU,60,0,1,High
C3613,Public,85,14.5,0.86,4,4094509,29,890691191,88594998,4.68,North America,98,0,3,High
C3614,Private,77,24.21,0.84,6,868498,67,691253517,32519185,3.18,North America,69,0,2,Medium
C3615,Foreign Subsidiary,85,18.1,0.68,5,3141248,34,891787384,114207778,2.31,South America,31,0,2,High
C3616,Private,95,7.77,0.61,0,4745661,64,31539662,168757736,4.5,Asia,40,0,2,High
C3617,Private,96,32.48,0.37,8,1957576,87,850130704,105531821,3.11,South America,81,0,1,High
C3618,Foreign Subsidiary,93,28.35,0.22,6,3835731,77,191824915,145873726,3.6,Asia,53,0,2,High
C3619,Foreign Subsidiary,83,6.69,0.67,3,1815884,38,436475727,15628310,3.17,Middle East,77,0,4,High
C3620,Private,50,20.75,0.91,7,2244000,67,804559400,109896485,0.93,South America,91,0,4,High
C3621,Foreign Subsidiary,68,7.5,0.44,5,4759678,47,18260436,109744288,0.71,North America,31,0,1,High
C3622,Private,70,30.12,0.3,4,2545949,63,714543754,173428458,3.16,Middle East,46,0,4,High
C3623,Private,64,23.39,0.27,2,1734733,41,889960323,81435380,4.58,South America,89,0,1,High
C3624,Foreign Subsidiary,91,10.17,0.02,6,2979200,59,605422040,128706453,4.82,EU,84,0,2,High
C3625,Public,93,5.62,0.52,4,2768416,63,514859137,197354033,4.98,Middle East,78,1,1,High
C3626,Foreign Subsidiary,63,5.95,0.99,6,1560100,50,540080666,3503735,4.24,EU,84,0,2,High
C3627,Public,96,20.22,0.82,3,2402460,24,754826654,88576613,1.88,South America,71,0,1,High
C3628,Private,58,27.03,0.9,7,2055356,48,358612078,1703745,3.11,South America,49,1,0,High
C3629,Private,41,8.63,0.62,3,4248583,88,104602631,92581351,3.08,South America,93,1,4,High
C3630,Public,61,11.64,0.48,5,1456896,85,115483567,126503856,2.73,Asia,57,1,3,High
C3631,Private,59,14.82,0.99,4,2009594,33,701496455,133924414,3.74,Middle East,65,0,3,High
C3632,Public,72,11.54,0.45,5,3730112,78,940589508,97330045,0.93,Middle East,56,0,2,High
C3633,Public,47,16.74,0.92,2,1573549,72,742685397,4229117,1.02,EU,35,0,1,High
C3634,Private,64,21.79,0.76,6,3086857,48,326926506,99583932,4.73,EU,57,0,0,High
C3635,Public,85,25.55,0.33,3,1952468,23,477464068,25031599,4.22,EU,42,0,1,High
C3636,Foreign Subsidiary,48,33.91,0.5,3,2487561,51,411101551,58901604,4.11,Middle East,76,1,2,High
C3637,Foreign Subsidiary,73,32.93,0.38,3,3753021,68,742660869,108323092,2.47,EU,40,0,1,High
C3638,Private,96,22.1,0.14,5,750677,57,453350885,73650545,2.88,North America,68,0,2,Medium
C3639,Private,62,27.02,0.36,7,2017202,48,191761542,27782338,3.16,South America,53,0,4,High
C3640,Public,44,33.53,0.89,4,1076936,20,403979345,72933539,1.54,EU,74,0,1,High
C3641,Public,94,7.5,0.75,6,42599,22,982183256,40695335,1.54,North America,77,0,1,High
C3642,Public,64,5.17,0.28,4,3216980,61,399027586,195976810,0.98,EU,71,0,2,High
C3643,Public,47,5.89,0.37,8,3498681,51,968949656,19332518,2.84,South America,88,0,0,High
C3644,Foreign Subsidiary,55,21.9,0.62,10,2927710,42,607984441,133369144,0.9,North America,58,0,4,High
C3645,Foreign Subsidiary,93,27.89,0.42,4,3976897,45,160840606,70898354,1.09,South America,97,0,2,High
C3646,Private,87,16.01,0.5,7,2588183,57,634151597,62448857,4.52,Asia,75,0,5,High
C3647,Public,84,21.36,0.7,5,3277024,41,875415664,119242331,2.68,South America,87,1,2,High
C3648,Public,91,20.49,0.47,9,4538304,31,190640361,84128738,3.13,Middle East,41,0,0,High
C3649,Private,54,7.84,0.19,4,3868784,82,618622351,158446729,0.76,South America,61,0,4,High
C3650,Public,40,14.65,0.52,10,2402994,35,861027443,196645571,1.11,Asia,37,0,1,High
C3651,Public,61,5.58,0.36,3,2621639,77,966978687,94498272,0.58,EU,40,1,1,High
C3652,Public,42,8.32,0.29,4,1263406,34,316675733,160993670,1.43,Middle East,55,0,1,High
C3653,Public,77,29.36,0.33,3,1244060,24,521207730,137423706,4.42,Asia,70,0,4,High
C3654,Public,93,29.88,0.44,4,2917671,70,958148540,73982722,4.45,South America,89,0,1,High
C3655,Private,53,29.06,0.89,8,2411138,60,650028572,153604116,3.4,Asia,48,1,0,High
C3656,Public,75,26.8,0.73,5,70936,23,539812363,83907370,4.39,EU,77,0,1,Medium
C3657,Private,57,28.8,0.67,2,3250954,66,997695925,27607629,1.04,Middle East,46,0,1,High
C3658,Public,86,25.13,0.47,9,574557,41,765140205,199544187,0.83,North America,92,0,1,Medium
C3659,Foreign Subsidiary,80,25.1,0.0,1,3095640,50,986042218,145470822,3.85,Asia,39,1,3,High
C3660,Foreign Subsidiary,57,25.02,0.34,6,1427658,48,99040448,61790836,4.95,Asia,63,0,1,High
C3661,Foreign Subsidiary,42,20.42,0.81,2,3873505,60,350884313,23748133,3.62,South America,80,1,3,High
C3662,Foreign Subsidiary,49,15.9,0.39,7,2833495,80,134213129,14949632,0.28,Middle East,74,0,2,High
C3663,Private,88,26.91,0.56,6,3221295,72,928782936,57647388,1.0,North America,57,0,2,High
C3664,Private,78,13.96,0.2,5,3423391,35,982595390,189115483,1.31,Asia,47,0,2,High
C3665,Public,86,21.29,0.92,5,269186,74,740748184,159767998,2.17,North America,65,0,2,Medium
C3666,Foreign Subsidiary,40,18.0,0.92,4,2553772,36,124121539,131525009,1.18,North America,34,0,3,High
C3667,Private,66,13.3,0.15,3,1941625,37,427211409,147753466,0.4,EU,32,0,0,High
C3668,Public,96,34.24,0.72,6,1301779,56,901432187,198605110,1.37,South America,35,0,7,High
C3669,Public,66,12.76,0.08,3,2085267,79,657670250,136629192,1.82,North America,89,0,1,High
C3670,Private,50,14.28,0.6,4,165682,48,616267143,14455417,1.49,South America,73,0,3,High
C3671,Foreign Subsidiary,88,9.85,0.18,6,3700816,41,773967942,23749955,0.24,EU,95,0,5,High
C3672,Public,44,29.69,0.15,8,4684819,73,326879952,103034328,4.65,North America,95,0,2,High
C3673,Foreign Subsidiary,46,22.6,0.0,8,3778001,64,933647557,3154257,2.75,South America,98,0,3,High
C3674,Foreign Subsidiary,58,23.39,0.94,5,1128312,71,379474665,87831694,4.26,Middle East,81,0,1,High
C3675,Foreign Subsidiary,96,29.62,0.83,5,3755233,77,672472299,57457748,0.18,South America,30,0,2,High
C3676,Public,95,15.29,0.08,3,1173191,22,150459860,113202914,4.01,Middle East,34,1,5,High
C3677,Foreign Subsidiary,68,10.81,0.6,5,2918569,20,525567809,56945173,3.55,EU,97,0,2,High
C3678,Public,54,10.95,0.23,8,2667129,74,811968716,143083507,4.89,EU,95,0,1,High
C3679,Foreign Subsidiary,74,26.98,0.26,5,4463526,64,996655455,67819731,0.66,Middle East,34,0,1,High
C3680,Public,86,23.42,0.87,3,767909,76,778420748,197689801,3.25,Asia,88,0,1,Medium
C3681,Foreign Subsidiary,76,11.19,0.11,3,4765375,36,209297756,155344308,0.2,North America,55,0,2,High
C3682,Private,94,9.35,0.6,5,1223906,48,675816388,127953341,1.85,North America,43,0,1,High
C3683,Foreign Subsidiary,51,8.62,0.4,5,1564795,37,687472053,10038300,3.22,Middle East,70,1,3,High
C3684,Foreign Subsidiary,69,23.83,0.19,4,3396286,28,298567321,52027230,4.67,North America,81,0,1,High
C3685,Public,59,5.0,0.45,3,1577788,34,387742012,33627461,0.51,EU,71,0,2,High
C3686,Public,76,5.55,0.94,4,896489,28,942559013,104224073,2.5,Asia,89,0,4,High
C3687,Foreign Subsidiary,42,16.69,0.78,8,2771844,50,534784159,127501625,1.27,Middle East,44,0,1,High
C3688,Private,48,25.74,0.13,6,4970689,21,856795567,89978614,1.16,EU,76,0,0,High
C3689,Private,97,25.85,0.85,5,2553137,73,930075984,99071134,3.47,EU,62,0,1,High
C3690,Public,80,17.9,0.94,3,4174935,67,657279763,95210251,0.23,Middle East,66,0,3,High
C3691,Private,78,25.73,0.28,9,2334850,20,182639822,164930282,3.2,Middle East,76,1,0,High
C3692,Foreign Subsidiary,65,20.63,0.33,5,879638,82,753043707,6935539,0.9,South America,65,0,2,Medium
C3693,Public,41,34.31,0.13,8,4512138,53,675277326,29111249,0.17,EU,99,1,5,High
C3694,Foreign Subsidiary,62,9.87,0.34,3,3151778,84,404719150,85396282,2.76,North America,75,0,2,High
C3695,Public,62,23.02,0.67,3,2407360,30,726627075,178671983,0.65,Asia,81,0,1,High
C3696,Public,98,19.74,0.27,5,2918661,28,954662408,45419727,2.85,South America,55,0,1,High
C3697,Public,60,10.83,0.01,3,2854213,26,78574315,199326999,1.47,EU,58,0,0,High
C3698,Public,55,27.5,0.34,7,1746599,65,485377325,20807360,1.47,Middle East,31,0,6,High
C3699,Private,48,13.27,0.45,5,2998233,56,128955488,126020078,4.05,Asia,53,0,0,High
C3700,Foreign Subsidiary,52,16.45,0.57,1,1874686,68,63011514,152770303,3.59,Asia,47,1,4,High
C3701,Foreign Subsidiary,67,16.24,0.68,7,2327586,27,331620425,52346247,4.16,EU,62,0,2,High
C3702,Foreign Subsidiary,66,12.33,0.06,5,1134988,80,958884846,187572128,2.18,North America,62,0,1,High
C3703,Public,90,17.92,0.47,4,4675285,55,79625386,189304249,0.65,Asia,61,1,2,High
C3704,Private,91,19.2,0.27,7,4333136,21,91896256,151795091,3.84,EU,62,0,1,High
C3705,Foreign Subsidiary,56,27.33,0.95,4,3280845,64,876676455,108583939,4.35,Asia,69,0,1,High
C3706,Private,77,27.95,0.36,5,2633026,25,256012980,143261434,2.98,North America,91,0,0,High
C3707,Public,75,9.76,0.1,6,2736994,56,831049096,144506773,1.18,South America,43,0,2,High
C3708,Foreign Subsidiary,40,22.78,0.04,7,3530550,76,457203541,181135216,3.86,EU,74,0,4,High
C3709,Private,57,31.89,0.27,2,3654314,38,758358873,111592159,0.32,EU,55,0,5,High
C3710,Public,90,8.26,0.18,7,4491777,71,452669538,43417646,1.78,South America,56,1,2,High
C3711,Private,48,19.19,0.65,7,2578095,50,852890976,143882254,2.01,Middle East,39,0,1,High
C3712,Foreign Subsidiary,52,27.51,0.85,1,2589605,66,737516873,78197685,1.72,EU,72,0,2,High
C3713,Foreign Subsidiary,79,23.34,0.31,9,241198,58,58292732,166234169,4.73,Middle East,97,0,2,Medium
C3714,Public,94,8.02,0.58,3,2439683,70,654053605,187258792,4.18,EU,45,0,2,High
C3715,Public,84,16.9,0.73,8,281275,74,89543098,149770560,2.7,Asia,53,1,3,High
C3716,Public,54,20.22,0.4,5,624366,40,906323666,40667995,4.68,North America,50,0,0,High
C3717,Private,82,34.88,0.07,3,4094000,52,773118979,81516506,0.86,Asia,79,0,4,High
C3718,Private,83,10.36,0.23,4,1778763,40,996605586,113217322,0.57,EU,91,1,1,High
C3719,Private,85,34.47,0.88,6,3766817,29,790857670,93607090,1.98,Middle East,81,0,1,High
C3720,Public,43,16.28,0.82,3,4095837,23,897733067,33865499,4.96,Middle East,47,0,1,High
C3721,Foreign Subsidiary,72,11.01,0.09,5,2021204,67,915111322,98025396,4.53,South America,37,0,2,High
C3722,Foreign Subsidiary,63,17.42,0.22,5,2030647,76,417110239,147273161,1.19,South America,38,0,1,High
C3723,Private,75,23.42,0.77,4,2045225,31,664355064,39486497,4.66,South America,88,1,1,High
C3724,Private,90,11.4,0.49,1,2382020,29,775147924,94441426,3.19,North America,73,0,0,High
C3725,Foreign Subsidiary,80,13.74,0.76,6,403290,86,140115061,178925585,1.61,South America,99,1,0,High
C3726,Foreign Subsidiary,49,30.64,0.21,6,1765735,27,316185348,67079134,4.1,Middle East,96,0,1,High
C3727,Private,75,34.97,0.95,4,4574187,88,783738002,167926435,4.3,Asia,47,1,3,High
C3728,Private,59,14.55,0.78,3,2556971,41,405109682,48766286,0.1,EU,42,0,1,High
C3729,Foreign Subsidiary,80,9.47,0.2,7,905155,54,869603123,98853416,0.76,South America,69,0,4,High
C3730,Public,84,28.8,0.56,4,4829219,23,185811124,150595591,3.77,North America,98,0,3,High
C3731,Private,83,23.01,0.11,4,327080,35,182786374,131254729,3.1,Asia,76,0,4,Medium
C3732,Foreign Subsidiary,50,8.01,0.36,4,3633786,56,572928141,95473097,1.38,Middle East,53,1,3,High
C3733,Foreign Subsidiary,51,33.4,0.66,5,4729346,41,253848072,22550776,1.45,North America,66,0,0,High
C3734,Foreign Subsidiary,57,7.34,0.33,5,4058551,81,427134820,124975524,0.64,EU,73,0,1,High
C3735,Foreign Subsidiary,69,23.76,0.66,9,3102375,69,834588785,7454701,2.19,South America,75,0,1,High
C3736,Public,83,17.72,0.24,3,4811674,79,366146748,116807041,0.4,EU,73,1,3,High
C3737,Foreign Subsidiary,87,21.7,0.72,4,3708644,46,891453128,148274269,3.45,EU,89,0,0,High
C3738,Private,76,11.4,0.36,1,749513,71,805163204,163689217,1.3,Middle East,32,0,1,Medium
C3739,Public,59,25.64,0.79,2,4722178,59,40017263,177905039,4.42,Asia,46,0,2,High
C3740,Foreign Subsidiary,64,33.79,0.14,10,1213822,49,537578568,157048112,0.57,South America,80,0,1,High
C3741,Public,51,18.75,0.36,9,3508965,71,569185779,158025602,3.49,Middle East,34,0,3,High
C3742,Private,60,20.69,0.46,5,4050980,57,246410282,70132357,4.37,Asia,64,0,1,High
C3743,Foreign Subsidiary,64,12.19,0.42,7,1033203,34,597033821,71017922,3.55,Asia,86,0,0,High
C3744,Private,50,31.76,0.43,7,1372001,47,770665613,128208261,4.64,North America,60,0,4,High
C3745,Foreign Subsidiary,48,34.14,0.44,4,2910195,78,426375163,64817298,1.71,Middle East,89,0,0,High
C3746,Foreign Subsidiary,89,28.59,0.99,6,58194,59,964358210,66696590,0.76,Middle East,79,0,1,Low
C3747,Foreign Subsidiary,64,21.28,0.19,5,2563735,24,79770099,112962241,1.81,Asia,51,1,4,High
C3748,Foreign Subsidiary,74,33.7,0.77,5,1228864,58,487031767,85623443,3.02,South America,61,0,4,High
C3749,Foreign Subsidiary,91,9.62,0.55,6,1368402,75,335868379,9601693,4.73,North America,47,0,2,High
C3750,Public,71,19.35,0.41,4,677235,54,588744166,148437655,1.55,South America,62,0,1,Medium
C3751,Foreign Subsidiary,88,21.13,0.63,4,3020409,36,106973686,109395589,3.46,EU,93,0,2,High
C3752,Foreign Subsidiary,53,19.76,0.85,10,2368671,38,629739146,59226596,0.59,Asia,74,0,2,High
C3753,Public,40,29.07,0.47,5,2266813,37,20656144,149132587,1.41,EU,67,0,0,High
C3754,Public,56,25.11,0.86,12,4157935,21,336484241,52030509,0.88,South America,59,0,4,High
C3755,Public,64,8.8,0.09,3,2477668,85,342262066,28608041,2.45,North America,93,0,1,High
C3756,Public,98,15.39,0.65,7,3645219,68,63983064,54047421,4.69,Asia,71,1,2,High
C3757,Public,47,15.17,0.33,1,1755713,51,155388072,16719594,4.58,Asia,42,0,4,High
